id_efectivo,id_especialidad,id_unidad_actual,id_rango_actual,nombre,ci,fecha_nacimiento,genero,departamento_origen,fecha_ingreso,estado,salario_mensual
1036,1,40,4,TORREZ ZENTENO MARCO ANDRÉS,C.I. 5602792 CB,08/04/1985,hombre,Cochabamba,15/02/2008,act,"Bs. 3,293.36"
1037,20,41,6,Blanco Cusi Luis,11785163-CB,19/06/1990,HOMBRE,Cochabamba,06/11/2010,activo.,"Bs 4.122,73"
1038,10,44,3,Ticona Cruz Ramiro,14116349-TJ,1988/09/13,masc,Tarija,06/03/2013,Activo,"Bs. 3,032.35"
1039,3,8,5,Fernández\tRivera Wálter,3496733,1988/12/26,H,Potosí,09-17-2013,A,"Bs. 4,169.25"
1040,2,4,12,CHOQUE CALLISAYA FERNANDO,7274275-sc,23/12/1978,hombre,Sta. Cruz,04-03-2003,Act.,9017.26
1041,11,28,15,García   Condori   Héctor   Marcelo,C.I. 7801301 SC,11-03-1969,masc,SANTA CRUZ,19940114,ACTIVO,"Bs 16.728,15"
1042,14,22,12,Choque #Vargas Gonzalo Pedro,4104111,12-01-1985,masculino,La Paz,06/03/2008,ACTIVO,"Bs. 7,732.32"
1043,5,9,13,  Paredes Cabrera Carlos Jorge  ,13418303 - lp,09/03/1979,hombre,Lp,2000/01/11,ACTIVO,12003
1044,7,15,1,Pérez Suárez Luis Álvaro,4751841-CB,06-06-2000,hombre,CBBA,04/07/2022,Act.,"Bs. 1,974.49"
1045,9,38,2,Copa Herrera Cristian,1083492-CB,2004/07/07,masculino,CBBA,20240324,en actividad,"Bs. 2,732.68"
1046,11,45,1,Orellana Mendoza Wálter Nelson,1.399.2226 CB,13/07/2000,masc,CBBA,06-19-2020,ACTV,"Bs.- 2,046.56"
1047,6,19,6,Laura\tMendoza Nelson,CI: 10757711,1994/05/25,hombre,Lp,2018/07/24,ACTV,3863.99
1048,19,10,11,Machaca Canaviri Javier,7.513.876 OR,11/02/1984,Masc.,ORURO,06/02/2009,en actividad,8317
1049,13,47,1,Ramos Colque Gustavo,CI: 7928298,2000/05/19,hombre,Santa Cruz,10-21-2021,en actividad,"Bs.2,271.56"
1050,16,14,1,Callisaya   Montaño   Gustavo,5107786,03-13-2005,hombre,LaPaz,20230823,activo,2417.86
1051,19,50,2,López Rodríguez Jhonny,C.I. 7681222 PN,13/08/2002,H,Pn,2021/06/21,en actividad,"Bs.- 2,233.11"
1052,1,14,4,Rivera Saavedra Daniel,11579866 - pt,10-09-1992,Masculino,potosí,11-04-2011,activo,"Bs 3.311,88"
1053,6,23,1,Rodríguez Condori Ramiro,7536896,13/02/1998,H,La  Paz,20/10/2017,act,"2,256.17"
1054,3,47,3,Blanco\tGarcía Rodrigo,CI: 14850004,28/02/1981,M,Cbba,08-20-2003,ACTV,"Bs.2,616.52"
1055,17,36,2,Chura Morales Andrés,1648481,04/07/2004,Masculino,CHUQUISACA,02/09/2025,Activo,"Bs 2.179,27"
1056,19,43,10,Rojas Huanca José,12666187,1989/08/27,Masculino,Cbba.,18/04/2008,Act.,BS 5680.68
1057,17,36,2,Sánchez #Cabrera Carlos,1072278,05-03-1999,Masculino,cochabamba,27/03/2017,act,"2,763.31 Bs"
1058,2,41,1,Rojas #Chambi Javier,10296385-LP,20/05/2005,Hombre,La  Paz,13-11-2023,ACTIVO,"Bs.2,251.21"
1059,3,27,6,Colque Paredes Ramiro David,4112947BN,27-05-1997,M,BENI,2020/06/06,dado de baja,"3,791.13 Bs"
1060,12,28,15,Chambi Canaviri Fabiola,9734158SC,10-10-1971,mujer,Sta Cruz,19960101,en actividad,"Bs 16.436,07"
1061,5,25,9,Vargas   Herrera   Mario,2449920,25/03/1994,H,SCZ,20170712,A,5596.04
1062,15,50,13,Limachi Saavedra Jenny,1679900LP,01/01/1978,FEMENINO,Lp,18/07/2003,act,"Bs. 11,042.79"
1063,6,12,2,  Colque Morales Víctor  ,3396209-lp,05-01-2000,H,La Paz,16/05/2022,ACTIVO,2241.66
1064,8,23,1,Mendoza Laura David,2707582-ch,07/06/1998,hombre,Chq,05/08/2018,Activo,2294
1065,3,2,1,RAMOS QUISPE ALEJANDRO,10067236LP,2002/02/20,Masc.,LA PAZ,20221211,A,"Bs. 1,920.95"
1066,17,44,1,Alanoca López Javier,3940814,20010113,masculino,santa cruz,06-16-2020,BAJA,"Bs.2,239.10"
1067,20,37,7,Canaviri Herrera Antonio,CI: 5018995,27/06/1980,M,La  Paz,11/09/2002,baja,"5,397.55"
1068,1,25,8,Apaza Cabrera Mauricio Andrés,1.119.6133 LP,02-12-1989,Masculino,LP,14/06/2013,EN ACTIVIDAD,"Bs 4.784,30"
1069,1,14,4,Rivera Saavedra Daniel,11579866 - pt,10-09-1992,Masculino,potosí,11-04-2011,activo,"Bs 3.311,88"
1070,1,33,3,CABRERA ESCOBAR HÉCTOR WILSON,7001450-LP,04-16-1988,masculino,Lp,20/10/2012,activo,"3,101.58 Bs"
1071,9,6,1,Vargas Cruz Mario,1079984 - cb,05/12/2005,Hombre,Cbba,02-24-2024,ACTV,"Bs.- 2,032.76"
1072,2,16,9,MAMANI MORALES JHONNY,7189494-lp,22-04-1991,Hombre,Lp,10-26-2011,n/a,5973.62
1073,6,39,4,  Flores Herrera Edgar  ,9143206,1984/03/01,HOMBRE,Lp,14-02-2006,act,3836.16
1074,4,15,2,  López Zenteno María  ,1553932,02/09/2000,F.,Cochabamba,25/09/2020,R,"Bs.2,393.72"
1075,6,46,1,Flores Chambi Rolando,1975340-LP,07-04-2003,Masc.,la paz,03-06-2024,ACTV,"Bs 2.118,54"
1076,7,9,5,GUTIÉRREZ MENDOZA ANTONIO,14319797-LP,1987/02/13,masc,LaPaz,26/08/2012,ACTIVO,3316.03
1077,16,28,9,Machaca García Rodrigo,1.224.2077 CH,14/12/1994,HOMBRE,CHUQUISACA,01-12-2017,Activo,"5,749.42 Bs"
1078,13,31,1,  Gutiérrez López Armando  ,12327513,01-13-2005,Masc.,la paz,08-21-2025,ACTIVO,"2,091.3"
1079,3,19,1,castillo laura armando,9354721-CB,20001010,HOMBRE,cochabamba,01-02-2019,Act.,"2,362.66"
1080,13,40,6,Apaza Chambi Mario,9.425.599 SC,03-16-1986,Hombre,SANTA CRUZ,20080216,Act.,3824.15
1081,8,49,11,Callisaya #Huanca Fernando,12896436,10/06/1983,Masc.,Cbba,26/06/2008,Activo,6955.32
1082,10,12,6,Arce Apaza Carlos,8180149-LP,28/08/1993,masc,LaPaz,20140603,Activo,"Bs.4,184.69"
1083,19,28,4,LIMACHI PÉREZ ANTONIO,9578346,09/03/1985,hombre,santa cruz,12/12/2007,ACTV,"Bs 2.912,11"
1084,14,46,9,Saavedra Limachi Claudia Rosa,13594552-OR,1995/03/20,Mujer,ORURO,11/12/2016,ACTV,5998.17
1085,15,36,11,VARGAS GUTIÉRREZ WÁLTER,C.I. 5910815 PT,12/05/1975,M,Pt,19/12/2000,en actividad,"Bs.8,348.75"
1086,5,45,9,ORELLANA GUTIÉRREZ IVÁN,4239141OR,23/10/1988,masc,oruro,2010/06/03,Act.,"5,616.79"
1087,1,4,2,Rodríguez Huanca Franz,14317340-PN,2002/09/09,hombre,pando,2021/07/27,act,2848.52
1088,7,25,1,Poma Vásquez Edgar,11706169,19980621,hombre,SC,10-10-2018,reserva,2448.63
1089,2,42,6,Flores Machaca Wálter,4609600 - sc,04-02-1980,M,santa cruz,13-05-2002,en actividad,4004
1090,10,4,1,Condori Fernández Alejandro,C.I. 2143161 LP,03/04/2002,Masculino,La  Paz,07-13-2022,R,"2,094.35 Bs"
1091,11,25,13,Alanoca Mamani José Antonio,7766517,04-08-1984,Masculino,LP,18-08-2009,activo.,"Bs.9,212.31"
1092,17,28,8,García Laura Edgar Miguel,7530736 - sc,19/02/1989,Masculino,Sta. Cruz,15-07-2014,Activo,"5,567.92"
1093,14,21,5,Pérez Apaza Carla,CI: 2123634,1994/12/05,FEMENINO,SC,12/04/2017,baja.,"Bs.4,355.62"
1094,14,28,3,  Condori Huanca Jimena  ,CI: 10050064,20/08/1997,Fem.,SANTA CRUZ,01-27-2018,en reserva,"2,732.15 Bs"
1095,6,21,1,Alanoca Laura Rubén,12913843PT,20000912,M,potosí,20200704,Bja,1872.92
1096,16,31,11,  Mendoza Escobar Marcelo  ,3800406TJ,1989/12/25,hombre,TARIJA,25/02/2008,ACTV,6690.47
1097,10,32,4,Canaviri Quiroga Luis Mario,4245755-lp,02/11/1986,HOMBRE,LP,20091222,ACTV,3728.08
1098,14,19,9,Apaza #Aliaga Germán,13912839,1988/10/20,MASCULINO,COCHABAMBA,20120928,A,5430
1099,5,6,2,Aliaga #Montaño Germán,12652742 - sc,05-08-1999,Masculino,SC,12-01-2021,ACTV,2396.38
1100,14,1,2,Condori Huanca Adrián,C.I. 14905024 CB,19980902,HOMBRE,Cbba.,12-07-2017,en actividad,"Bs. 2,663.33"
1101,19,26,4,Cabrera Flores Álvaro,2808532-sc,10-03-1995,H,Sta Cruz,08-07-2017,B,3615.1
1102,17,10,2,Zenteno Colque Natalia,CI: 7121455,18/07/2002,F,Cochabamba,28-05-2022,Rsv,2801.23
1103,18,50,1,Nina Blanco Andrés,C.I. 2443116 LP,2003/05/07,masc,L.P.,04/08/2022,act,"2,300.12"
1104,2,47,1,Cabrera Rojas Germán,2500036PT,02-10-1998,H,Pt.,19-10-2020,activo,"Bs. 2,235.01"
1105,7,40,8,Orellana #López Jorge,5688532 - sc,22/06/1996,masc,Sta. Cruz,20191109,DADO DE BAJA,5524.1
1106,20,44,2,TORREZ HUANCA CECILIA,11068622,1998/10/24,femenino,COCHABAMBA,01-09-2017,activo,"2,600.02 Bs"
1107,15,45,4,Paredes Ochoa Daniel,13768002,19880828,Masc.,L.P.,2006/06/23,en actividad,3903.38
1108,18,38,1,COPA CASTILLO GONZALO,C.I. 3340558 CB,1999/12/10,Masculino,Cbba.,14-11-2018,act,"2,183.08 Bs"
1109,14,16,2,Cabrera López Nelson,10104874 - sc,09-17-2004,hombre,SANTA CRUZ,01-03-2024,Act.,"2,422.38 Bs"
1110,3,26,7,Salazar #Callisaya Edgar,CI: 8508580,06/03/1990,Hombre,santa cruz,08-10-2008,EN ACTIVIDAD,"Bs. 4,428.25"
1111,18,2,6,Quispe Escobar Rolando,10345642-TJ,01-03-1990,masc,Tj.,25/02/2012,Act.,4693.85
1112,1,50,11,Salazar Chambi Álvaro,CI: 14073123,04-15-1978,MASCULINO,COCHABAMBA,09-03-2000,A,8479
1113,10,34,1,Flores #Suárez Jorge,2346854 - sc,02/01/2004,masculino,santa cruz,01-01-2024,EN ACTIVIDAD,"Bs 1.991,20"
1114,4,47,2,Aliaga   Gutiérrez   Edwin,1302289-SC,06-21-2000,M,Sta. Cruz,2018/02/21,ACTV,"Bs 2.751,71"
1115,13,11,1,Cruz #Zenteno Gonzalo,10408553,01-26-1998,hombre,Lp,07/11/2019,ACTV,"1,959.83 Bs"
1116,9,20,1,Callisaya   Arce   Teresa,1.411.8014 CB,20041120,fem,Cbba,2024/07/22,A,"Bs.- 2,197.38"
1117,12,33,8,Tito Paredes Luis,10000291 - ch,19911124,Masc.,chuquisaca,2013/09/07,act,"5,296.04"
1118,16,24,9,Ramos Gutiérrez Gladys,12123217 - lp,01/08/1996,Mujer,La  Paz,06/04/2018,act,6061
1119,12,47,1,Cusi   Ticona   Carmen,6.354.067 PT,06/10/1998,F.,Pt.,13/05/2020,activo,"Bs.2,353.66"
1120,1,16,5,QUIROGA RIVERA NATALIA,11652462 - cb,1997/01/03,F,Cbba,20210311,activo,"Bs.3,630.33"
1121,8,15,3,Valda   Huanca   Álvaro,8784547,1995/10/28,HOMBRE,La Paz,03/04/2018,Act.,"Bs 3.202,40"
1122,4,45,5,ORELLANA YUJRA RUBÉN FRANZ,4073227-CB,19810912,H,CBBA,2003/04/17,activo,BS 4045.0
1123,12,21,5,García   Flores   Wilson,6.107.595 CB,15/12/1987,H,Cbba.,05/07/2005,Act.,"3,849.95"
1124,9,7,8,TICONA CUSI WÁLTER,3798207,07-01-1990,M,tarija,09-04-2012,ACTIVO,5642.32
1125,2,20,11,Chambi Villca Freddy,8311956,1985/01/23,hombre,beni,20/12/2008,ACTIVO,7589
1126,17,23,4,OCHOA MACHACA EDWIN,1.645.558 SC,10-11-1982,MASCULINO,santa cruz,05/01/2002,en actividad,3722.23
1127,4,46,1,Nina   Montaño   Cristian,C.I. 11227959 LP,19/05/2003,H,L.P.,12-10-2021,ACTV,"Bs 1.998,09"
1128,16,8,11,Quiroga Morales Pedro,10818962 - sc,06-01-1978,Hombre,SCZ,22/03/2003,EN ACTIVIDAD,"Bs. 8,509.63"
1129,8,40,11,Flores Paco Franz Antonio,9.445.981 LP,1979/03/04,hombre,LaPaz,08/09/2004,activo,"Bs 8.399,76"
1130,12,13,1,  Fernández Apaza Rolando Enrique  ,13423278 - tj,1998/05/09,Masc.,TARIJA,01-01-2018,activo.,1987.20
1131,13,29,12,Valda\tChoque Andrés,6.305.096 LP,1987/01/08,Hombre,La  Paz,2005/05/01,activo.,"Bs.9,377.70"
1132,15,12,2,Condori   Huanca   Raúl,14926842-CH,28/01/1999,Masculino,CHUQUISACA,02-08-2019,activo.,"Bs. 2,406.47"
1133,17,8,6,Rojas   Yujra   Cristian,13620843-or,04-14-1993,masc,oruro,2011/04/18,EN ACTIVIDAD,BS 4411.13
1134,3,17,2,VARGAS CONDORI ROLANDO,6932225LP,1999/01/16,Masc.,la paz,04/08/2017,en actividad,"2,326.75 Bs"
1135,12,17,4,Rivera Cusi Roberto,5443133 - lp,07-20-1991,masculino,LA PAZ,20/03/2016,EN ACTIVIDAD,BS 3235.2
1136,19,23,3,Limachi   Cusi   Rodrigo,8.141.340 LP,05/02/1992,Masculino,L.P.,07-25-2016,activo.,"2,746.88 Bs"
1137,9,22,1,Salazar Ramos Raúl Miguel,9249090,24/01/1998,masculino,santa cruz,28/11/2020,DADO DE BAJA,2345.29
1138,13,5,4,Cruz\tYujra Gabriela,13035774-SC,1989/05/26,Femenino,SCZ,07-06-2013,ACTIVO,"Bs.3,098.89"
1139,8,33,5,Torrez #Huanca Franz,1053903-SC,11-11-1990,M,SCZ,2015/12/09,ACTV,BS 3675.53
1140,7,27,8,MENDOZA RODRÍGUEZ WÁLTER GUSTAVO,CI: 9923201,08-01-1992,M,SANTA CRUZ,07-11-2014,activo.,BS 5944.05
1141,8,45,7,Yujra Chambi Raúl,4822476,1982/06/19,masculino,Beni,12-05-2002,ACTV,"Bs. 5,098.00"
1142,18,29,1,Chura   Yujra   Rosa,2580209,2000/03/17,femenino,La Paz,16-05-2019,EN ACTIVIDAD,"Bs 1.997,10"
1143,20,39,9,Pérez Orellana Armando,5779148SC,19880606,Hombre,santa cruz,2008/02/16,activo.,5415.74
1144,14,16,4,Vásquez Cruz María,1.248.7550 SC,07/07/1983,femenino,Santa Cruz,03-20-2002,A,3864.19
1145,13,34,1,OCHOA QUIROGA DANIELA CARLA,CI: 10898178,02/12/2000,FEMENINO,Santa Cruz,04-21-2018,en actividad,"2,199.73 Bs"
1146,2,20,1,Saavedra Ochoa Luis,CI: 10703869,16/04/1998,hombre,COCHABAMBA,2017/10/12,ACTV,2115.24
1147,11,7,4,Cruz Chambi Oscar,3441083-sc,19940503,H,SCZ,06-18-2014,en reserva,"Bs.- 2,958.10"
1148,18,26,1,Canaviri Rojas Germán,1626170-CB,20/10/2001,Hombre,ND,09/06/2021,ND,2007.22
1149,12,38,4,Condori Tito Cristian,12672974,05/08/1997,masculino,Sta Cruz,2019/12/02,en actividad,"Bs 3.654,24"
1150,7,28,10,Huanca Valda Angélica,11430396 - lp,16/01/1995,FEMENINO,Lp,2015/02/16,A,6902.89
1151,8,28,2,Choque #Limachi Verónica,5121047-SC,20030501,Mujer,SANTA CRUZ,2021/09/04,activo,"Bs. 2,357.50"
1152,3,8,5,Callisaya Chambi Alejandro,7901353-CB,22/07/1996,Hombre,COCHABAMBA,2015/06/14,BAJA,"Bs.- 3,239.19"
1153,6,25,12,Flores Yujra Mauricio Marco,1936211,11-27-1977,MASCULINO,Santa Cruz,2000/01/21,Act.,"Bs. 8,491.99"
1154,8,15,5,Paredes Chambi Wilson,3816575,1997/07/03,HOMBRE,L.P.,2019/02/27,A,4167.9
1155,14,13,3,Yujra Vargas Teresa Marisol,4151107SC,05-22-1986,F.,SC,2007/04/09,activo.,"2,883.83 Bs"
1156,18,22,2,Ticona Escobar Hugo,11405601,2003/01/15,Masc.,la paz,2023/04/11,EN ACTIVIDAD,"2,141.28"
1157,7,21,4,Chambi Saavedra Franz,5754314,1983/08/13,HOMBRE,Bn,09/01/2006,activo.,"3,708.62 Bs"
1158,14,28,13,Copa Tito Teresa,C.I. 7329897 CB,18/10/1989,femenino,cochabamba,01/08/2011,A,9260.45
1159,4,22,9,OCHOA PÉREZ ALEJANDRO,CI: 13009537,08-27-1994,M,POTOSI,14/07/2017,EN ACTIVIDAD,"Bs.4,930.09"
1160,19,34,8,Callisaya Cruz Paola,CI: 7172964,19930109,Fem.,Bn,21/01/2016,Act.,"5,057.98"
1161,11,29,2,Paredes\tHuanca Hugo,12794515-CB,1999/05/02,masculino,Cbba.,2018/06/02,baja.,"2,636.87"
1162,14,36,3,Cusi Ramos Lucía,5823820,13/11/1981,FEMENINO,Sta. Cruz,06-17-2001,act,2567.05
1163,5,46,6,CUSI FERNÁNDEZ ENRIQUE,9450936,12/08/1995,hombre,SANTA CRUZ,02/08/2019,Reserva,"Bs. 4,057.99"
1164,5,13,1,Paco   Canaviri   Cristian,C.I. 2760795 LP,15-06-2001,masculino,La  Paz,16/02/2022,Activo,"2,360.24 Bs"
1165,2,33,4,NINA RAMOS ERICK,8457408-BN,16/10/1997,masc,Bn,26-05-2022,Activo,3678.85
1166,16,25,3,Pérez Valda Adrián,CI: 1461312,07-18-1994,Masculino,Potosi,05-01-2019,Activo,"Bs. 2,685.27"
1167,2,42,1,TITO ALIAGA NELSON,CI: 11435265,28/10/1998,H,La  Paz,02/12/2018,activo.,2115
1168,14,28,2,Villca Vargas Franz,12355390,22/11/1998,masc,Chq,01-09-2016,Activo,"2,766.6"
1169,3,6,4,Salazar Rivera Alejandro,1.498.4616 OR,22/02/1997,H,oruro,09-07-2020,ACTIVO,"3,346.78 Bs"
1170,13,43,7,TORREZ TICONA ROLANDO,10790350 - cb,09-05-1992,Masc.,CBBA,2010/12/12,A,"Bs.4,611.16"
1171,1,21,4,Salazar   Canaviri   Juan,8093626,22/08/1988,Masculino,LP,10-18-2009,A,"3,822.92 Bs"
1172,11,11,12,Flores #Pérez Héctor,13426037,10-08-1983,MASCULINO,CBBA,01/03/2005,activo.,"9,079.07 Bs"
1173,10,32,7,Paco Yujra Miguel,7816369,05-04-1995,Hombre,SANTA CRUZ,07/02/2016,en reserva,BS 4189.95
1174,4,32,2,Chura Ochoa Álvaro,7118313OR,20/06/2003,MASCULINO,Or.,20250126,Activo,"Bs 2.352,69"
1175,4,38,2,Apaza Cusi Claudia,4609319-sc,20010518,Femenino,SCZ,18/02/2023,en reserva,"Bs. 2,699.07"
1176,8,49,9,Morales García Hugo,7207157-SC,19881024,H,Sta Cruz,03-03-2007,en actividad,"Bs. 5,199.24"
1177,10,19,1,Huanca Martínez Wálter José,C.I. 4184471 LP,08-15-1998,HOMBRE,La  Paz,2020/02/22,Activo,"Bs 2.459,84"
1178,18,48,1,Arce Sánchez Franz,6093157-CB,19/10/2000,H,CBBA,14/03/2018,RESERVA,2436.07
1179,17,41,1,  Nina Callisaya Jenny  ,C.I. 1289731 SC,20000322,FEMENINO,Sta Cruz,26/03/2020,EN ACTIVIDAD,"Bs 2.136,97"
1180,17,13,1,  Salazar Aliaga René  ,3449651CB,2002/08/19,Hombre,Cbba.,01/12/2020,Act.,2245.34
1181,20,32,5,TITO COLQUE SERGIO PEDRO,5485076-CB,26/05/1984,M,Cbba,2005/09/15,Rsv.,"Bs.- 3,395.01"
1182,10,36,1,Ochoa #Poma Mario,7.377.075 LP,03-26-1998,hombre,la paz,01/05/2017,ACTV,2106.68
1183,7,3,3,villca paredes armando,CI: 12539548,07-11-1983,hombre,Cbba,07-26-2006,ACTV,3013.34
1184,3,7,1,Limachi Tito Pablo,3316129-lp,13/09/2001,HOMBRE,La Paz,16/05/2019,activo,"Bs. 2,052.88"
1185,8,36,4,Ochoa\tRivera Rubén,13839546PT,1985/12/19,Hombre,POTOSÍ,03/05/2007,Act.,3658.56
1186,5,43,3,Alanoca Choque Angélica,6559653PT,01-08-1992,mujer,Pt,2014/09/25,Act.,3283.22
1187,18,1,2,Vargas Saavedra Pablo,9817050-CH,09-07-1999,H,Sucre,20180412,act,"2,452.59 Bs"
1188,16,18,2,Poma Torrez Carlos,10255387,10-11-2002,Hombre,CBBA,2024/08/11,Activo,2298.29
1189,3,46,1,Suárez Canaviri Antonio,5637794,2002/09/13,masculino,Cbba.,15/07/2021,en actividad,"Bs. 1,949.40"
1190,15,34,7,Aliaga Tito Luis,2872209,24-04-1993,hombre,COCHABAMBA,19-01-2011,BAJA,BS 4585.39
1191,10,50,2,Gutiérrez\tLópez Mauricio Oscar,13739351 - sc,13/08/2000,Masculino,SCZ,2021/09/02,activo.,2514
1192,15,48,2,Escobar Mamani Gonzalo,6597615-LP,26/06/2001,M,la paz,13/07/2023,B,"Bs.- 2,489.48"
1193,16,9,2,Chura Paco Natalia,7759550,1998/11/11,MUJER,Pt.,20170723,en reserva,"2,349.18 Bs"
1194,7,36,4,Condori   Morales   Gustavo,6996458,22/01/1987,H,PANDO,20120811,rsv,"Bs 3.450,00"
1195,16,22,1,Herrera   Escobar   Adrián,CI: 14961924,11-26-1999,MASCULINO,santa cruz,2021/12/19,Reserva,"Bs. 2,270.72"
1196,12,19,2,Quiroga Castillo Adrián Wálter,12805863,17/02/2001,masc,Pn.,23/03/2020,activo,2737.27
1197,17,49,2,YUJRA GARCÍA SERGIO,5.623.677 CB,25/09/2001,M,Cbba.,19/11/2021,Activo,"Bs 2.454,98"
1198,18,31,8,Orellana Sánchez Germán,C.I. 13848580 LP,04/08/1998,HOMBRE,La Paz,07-26-2021,en actividad,"Bs. 5,903.17"
1199,11,42,2,Rodríguez   Choque   Wilson,C.I. 2841967 SC,15/08/2002,Masc.,Sta. Cruz,20/05/2021,DADO DE BAJA,2305
1200,6,42,1,Cabrera #Canaviri Gustavo,9607469SC,21/06/2000,hombre,Santa Cruz,20220615,EN ACTIVIDAD,"Bs 2.389,22"
